signature_id	same_species_rows	needs_translation_rows	unmapped_rows	translated_rows_pre_collapse	output_gene_rows	split_source_rows	split_added_rows	max_split_size	collapse_output_rows	collapse_removed_rows	max_collapse_size	source_gene_rows_in
FIBROBLAST.Gao24.InflaFibro.HSPA6	0	314	8	335	329	13	29	10	3	6	3	314
FIBROBLAST.Gao24.InflaFibro.IL6	0	834	18	880	865	32	64	10	12	15	3	834
FIBROBLAST.Gao24.LaminaPropriaFibro.ADAMDEC	0	264	65	236	229	16	37	15	6	7	3	264
FIBROBLAST.Gao24.Mesothelial	0	245	7	259	257	15	21	5	2	2	2	245
FIBROBLAST.Gao24.MyoFibro.HOPX	0	384	93	299	295	7	8	3	4	4	2	384
FIBROBLAST.Gao24.MyoFibro.LRRC15	0	369	21	360	360	9	12	3	0	0	1	369
FIBROBLAST.Gao24.MyoFibro.SFRP2	0	185	12	176	176	3	3	2	0	0	1	185
FIBROBLAST.Gao24.Myofibro.MMP1	0	215	6	263	236	14	54	15	17	27	3	215
FIBROBLAST.Gao24.Pericyte	0	375	19	421	379	13	65	15	17	42	4	375
FIBROBLAST.Gao24.Progenitor.like.fibro.COL15A1	0	229	10	230	229	8	11	4	1	1	2	229
FIBROBLAST.Gao24.Progenitor.like.fibroblast.PI16	0	346	20	359	350	10	33	9	9	9	2	346
FIBROBLAST.Gao24.ProlifevrativeFibro.STMN1	0	187	22	184	183	15	19	3	1	1	2	187
FIBROBLAST.Gao24.SMC.HHIP	0	280	72	265	236	12	57	15	19	29	3	280
FIBROBLAST.Gao24.SMC.MYH11	0	388	24	386	384	7	22	15	1	2	3	388
FIBROBLAST.Gao24.SynovialLiningFibro.PRG4	0	365	84	286	281	4	5	3	2	5	5	365
FIBROBLAST.Patrick24.F.Act	24	0	0	0	24	0	0	1	0	0	1	24
FIBROBLAST.Patrick24.F.CI	345	0	0	0	345	0	0	1	0	0	1	345
FIBROBLAST.Patrick24.F.Cyc	411	0	0	0	411	0	0	1	0	0	1	411
FIBROBLAST.Patrick24.F.IFNS	149	0	0	0	149	0	0	1	0	0	1	149
FIBROBLAST.Patrick24.F.SH	94	0	0	0	94	0	0	1	0	0	1	94
FIBROBLAST.Patrick24.F.SL	88	0	0	0	88	0	0	1	0	0	1	88
FIBROBLAST.Patrick24.F.Trans	61	0	0	0	61	0	0	1	0	0	1	61
FIBROBLAST.Patrick24.F.WntX	128	0	0	0	128	0	0	1	0	0	1	128
FIBROBLAST.Patrick24.IR	324	0	0	0	324	0	0	1	0	0	1	324
FIBROBLAST.Patrick24.MFC	122	0	0	0	122	0	0	1	0	0	1	122
FIBROBLAST.Patrick24.MYO	176	0	0	0	176	0	0	1	0	0	1	176
GASTRIC.Bockerstett20.Chief1	0	2	1	1	1	0	0	1	0	0	1	2
GASTRIC.Bockerstett20.Chief2	0	2	1	1	1	0	0	1	0	0	1	2
GASTRIC.Bockerstett20.Endothelial	0	1	0	1	1	0	0	1	0	0	1	1
GASTRIC.Bockerstett20.Foveolar1	0	3	0	3	3	0	0	1	0	0	1	3
GASTRIC.Bockerstett20.Foveolar2	0	2	0	2	2	0	0	1	0	0	1	2
GASTRIC.Bockerstett20.Macrophage	0	3	1	2	2	0	0	1	0	0	1	3
GASTRIC.Bockerstett20.Metaplasic	0	5	0	5	5	0	0	1	0	0	1	5
GASTRIC.Bockerstett20.Mucous.Neck1	0	1	0	1	1	0	0	1	0	0	1	1
GASTRIC.Bockerstett20.Mucous.Neck2	0	1	0	1	1	0	0	1	0	0	1	1
GASTRIC.Bockerstett20.Neuroendocrine	0	4	0	4	4	0	0	1	0	0	1	4
GASTRIC.Bockerstett20.Parietal	0	2	0	2	2	0	0	1	0	0	1	2
GASTRIC.Bockerstett20.Proliftff2	0	4	0	4	4	0	0	1	0	0	1	4
GASTRIC.Bockerstett20.Smooth.muscle	0	2	0	2	2	0	0	1	0	0	1	2
GASTRIC.Bockerstett20.Tcells-Bcells1	0	3	0	3	3	0	0	1	0	0	1	3
GASTRIC.Bockerstett20.Tcells-Bcells2	0	4	0	5	5	1	1	2	0	0	1	4
GASTRIC.Ma21.Acute.SPEM.sig	73	0	0	0	73	0	0	1	0	0	1	73
GASTRIC.Ma21.Chief	8	0	0	0	8	0	0	1	0	0	1	8
GASTRIC.Ma21.Chronic.SPEM.sig	54	0	0	0	54	0	0	1	0	0	1	54
GASTRIC.Ma21.Delta	107	0	0	0	107	0	0	1	0	0	1	107
GASTRIC.Ma21.EC	172	0	0	0	172	0	0	1	0	0	1	172
GASTRIC.Ma21.FoveolarPit	69	0	0	0	69	0	0	1	0	0	1	69
GASTRIC.Ma21.ImmatureFoveolarPit	49	0	0	0	49	0	0	1	0	0	1	49
GASTRIC.Ma21.NeckChief.int	17	0	0	0	17	0	0	1	0	0	1	17
GASTRIC.Ma21.NeckIsthmus	40	0	0	0	40	0	0	1	0	0	1	40
GASTRIC.Ma21.Parietal	86	0	0	0	86	0	0	1	0	0	1	86
GASTRIC.Ma21.Prolif.Isthmus	88	0	0	0	88	0	0	1	0	0	1	88
GASTRIC_CANCER.Kim22.Diffuse.Gastric.Cancer.Diffuse.like.D4	0	67	4	63	63	0	0	1	0	0	1	67
GASTRIC_CANCER.Kim22.Diffuse.Gastric.Cancer.Intestinal.like.D3	0	26	2	36	36	2	12	9	0	0	1	26
GASTRIC_CANCER.Kim22.Diffuse.Gastric.Cancer.non.malignant.D1	0	6	0	20	12	2	14	8	8	8	2	6
GASTRIC_CANCER.Kim22.Diffuse.Gastric.Cancer.premalignant.D2	0	52	6	49	48	2	3	3	1	1	2	52
GASTRIC_CANCER.Kim22.Intestinal.Gastric.Cancer.Intestinal.like.I3	0	65	5	113	87	11	53	15	16	26	3	65
GASTRIC_CANCER.Kim22.Intestinal.Gastric.Cancer.non.malignant.I1	0	16	0	22	22	4	6	3	0	0	1	16
GASTRIC_CANCER.Kim22.Intestinal.Gastric.Cancer.premalignant.I2	0	103	14	106	104	10	17	5	1	2	3	103
GASTRIC_CANCER.Sathe20.gastricTumorCell.1	0	244	16	274	255	21	46	7	11	19	4	244
GASTRIC_CANCER.Sathe20.gastricTumorCell.2	0	297	19	360	330	26	82	15	20	30	3	297
GASTRIC_CANCER.Sathe20.normal	0	591	26	682	632	43	117	15	26	50	5	591
GI.Busslinger21.duodenum.normal.cells.single.cell.BCHE.cells	0	57	5	95	90	8	43	27	2	5	5	57
GI.Busslinger21.duodenum.normal.cells.single.cell.D.cells	0	27	1	37	37	5	11	7	0	0	1	27
GI.Busslinger21.duodenum.normal.cells.single.cell.Differentiating.stem.cells	0	417	34	506	466	37	123	27	18	40	4	417
GI.Busslinger21.duodenum.normal.cells.single.cell.EC.cells	0	31	2	36	36	1	7	8	0	0	1	31
GI.Busslinger21.duodenum.normal.cells.single.cell.Early.immature.enterocytes	0	138	14	192	187	18	68	27	5	5	2	138
GI.Busslinger21.duodenum.normal.cells.single.cell.Goblet.cells	0	24	1	33	33	4	10	7	0	0	1	24
GI.Busslinger21.duodenum.normal.cells.single.cell.I.cells	0	16	2	14	14	0	0	1	0	0	1	16
GI.Busslinger21.duodenum.normal.cells.single.cell.Immune.cells	0	1184	87	1283	1226	54	186	27	22	57	5	1184
GI.Busslinger21.duodenum.normal.cells.single.cell.K.cells	0	20	4	16	16	0	0	1	0	0	1	20
GI.Busslinger21.duodenum.normal.cells.single.cell.Late.immature.enterocytes	0	323	20	429	406	36	126	27	23	23	2	323
GI.Busslinger21.duodenum.normal.cells.single.cell.MX.cells	0	13	2	11	11	0	0	1	0	0	1	13
GI.Busslinger21.duodenum.normal.cells.single.cell.Mature.enterocytes	0	1470	114	1574	1509	70	218	27	42	65	5	1470
GI.Busslinger21.duodenum.normal.cells.single.cell.Paneth.cells	0	15	0	71	68	7	56	27	3	3	2	15
GI.Busslinger21.duodenum.normal.cells.single.cell.Stem.cells	0	517	35	644	597	43	162	27	27	47	4	517
GI.Busslinger21.duodenum.normal.cells.single.cell.Transit.amplifying.cells	0	254	26	303	302	27	75	27	1	1	2	254
GI.Busslinger21.duodenum.normal.cells.single.cell.Tuft.cells	0	136	14	166	166	10	44	27	0	0	1	136
GI.Busslinger21.stomach.normal.cells.single.cell.Antral.ECs	0	12	1	11	11	0	0	1	0	0	1	12
GI.Busslinger21.stomach.normal.cells.single.cell.Chief.cells	0	189	11	269	231	22	91	15	17	38	4	189
GI.Busslinger21.stomach.normal.cells.single.cell.D.cells	0	39	8	33	33	1	2	3	0	0	1	39
GI.Busslinger21.stomach.normal.cells.single.cell.Differentiating.cells	0	218	12	266	241	21	60	15	15	25	3	218
GI.Busslinger21.stomach.normal.cells.single.cell.G.cells	0	129	11	136	136	3	18	10	0	0	1	129
GI.Busslinger21.stomach.normal.cells.single.cell.Immature.pit.cells	0	316	13	415	372	30	112	15	24	43	3	316
GI.Busslinger21.stomach.normal.cells.single.cell.Immune.cells	0	2114	172	2149	2063	69	207	15	34	86	6	2114
GI.Busslinger21.stomach.normal.cells.single.cell.Isthmus	0	633	39	710	675	34	116	15	15	35	4	633
GI.Busslinger21.stomach.normal.cells.single.cell.LYZ.positive.cells	0	192	12	250	215	21	70	15	15	35	4	192
GI.Busslinger21.stomach.normal.cells.single.cell.Mature.pit.cells	0	379	24	455	436	36	100	11	10	19	3	379
GI.Busslinger21.stomach.normal.cells.single.cell.Metallothionein.cells	0	137	10	192	163	16	65	15	17	29	4	137
GI.Busslinger21.stomach.normal.cells.single.cell.Neck.cells	0	102	9	152	117	11	59	15	15	35	4	102
GI.Busslinger21.stomach.normal.cells.single.cell.Oxyntic.ECLs	0	125	11	133	133	6	19	8	0	0	1	125
GI.Busslinger21.stomach.normal.cells.single.cell.PPP1R1B.positive.cells	0	196	10	224	224	16	38	15	0	0	1	196
GI.Busslinger21.stomach.normal.cells.single.cell.Parietal.cells	0	764	51	830	790	41	117	15	18	40	4	764
GI.Busslinger21.stomach.normal.cells.single.cell.Prezymogenic.cells	0	212	15	281	245	19	84	15	16	36	4	212
GI.Busslinger21.stomach.normal.cells.single.cell.REG3A.positive.cells	0	68	6	104	91	11	42	15	13	13	2	68
GI.Busslinger21.stomach.normal.cells.single.cell.Tuft.cells	0	12	2	10	10	0	0	1	0	0	1	12
GI.Busslinger21.stomach.normal.cells.single.cell.X.cells	0	272	18	289	289	12	35	15	0	0	1	272
HCC.Petitprez19.andersen.cholangio.subtype1.dn	0	175	24	158	157	5	7	4	1	1	2	175
HCC.Petitprez19.andersen.cholangio.subtype1.up	0	63	12	51	51	0	0	1	0	0	1	63
HCC.Petitprez19.andersen.krt19.avb.dn	0	75	4	108	96	10	37	10	6	12	3	75
HCC.Petitprez19.andersen.krt19.avb.up	0	35	5	37	37	4	7	4	0	0	1	35
HCC.Petitprez19.boyault.liver.cancer.subclass.g3.dn	0	51	2	54	54	4	5	3	0	0	1	51
HCC.Petitprez19.boyault.liver.cancer.subclass.g3.up	0	188	11	181	181	3	4	3	0	0	1	188
HCC.Petitprez19.boyault.up.in.g1	0	10	1	9	9	0	0	1	0	0	1	10
HCC.Petitprez19.boyault.up.in.g12	0	110	17	105	105	3	12	11	0	0	1	110
HCC.Petitprez19.boyault.up.in.g123	0	105	6	101	100	2	2	2	1	1	2	105
HCC.Petitprez19.boyault.up.in.g13	0	116	22	95	95	1	1	2	0	0	1	116
HCC.Petitprez19.boyault.up.in.g2	0	10	1	9	9	0	0	1	0	0	1	10
HCC.Petitprez19.boyault.up.in.g23	0	107	12	99	98	3	4	3	1	1	2	107
HCC.Petitprez19.boyault.up.in.g3	0	10	1	10	10	1	1	2	0	0	1	10
HCC.Petitprez19.boyault.up.in.g4	0	6	2	4	4	0	0	1	0	0	1	6
HCC.Petitprez19.boyault.up.in.g456	0	111	8	179	148	27	76	8	23	31	4	111
HCC.Petitprez19.boyault.up.in.g5	0	8	1	8	8	1	1	2	0	0	1	8
HCC.Petitprez19.boyault.up.in.g56	0	115	16	159	127	19	60	9	15	32	4	115
HCC.Petitprez19.boyault.up.in.g6	0	10	2	11	11	2	3	3	0	0	1	10
HCC.Petitprez19.budhu.liver.cancer.metastasis.dn	0	7	0	7	7	0	0	1	0	0	1	7
HCC.Petitprez19.budhu.liver.cancer.metastasis.up	0	10	2	8	8	0	0	1	0	0	1	10
HCC.Petitprez19.cairo.hepatoblastoma.classes.dn	0	210	15	216	213	10	21	7	2	3	3	210
HCC.Petitprez19.cairo.hepatoblastoma.classes.up	0	605	52	568	568	13	15	3	0	0	1	605
HCC.Petitprez19.chiang.ctnnb1	0	141	12	137	137	6	8	3	0	0	1	141
HCC.Petitprez19.chiang.inflam	0	22	1	27	27	2	6	5	0	0	1	22
HCC.Petitprez19.chiang.liver.cancer.subclass.proliferation.dn	0	179	13	234	222	18	68	9	12	12	2	179
HCC.Petitprez19.chiang.liver.cancer.subclass.proliferation.up	0	178	16	163	163	1	1	2	0	0	1	178
HCC.Petitprez19.chiang.poly7	0	40	2	44	44	3	6	4	0	0	1	40
HCC.Petitprez19.chiang.prolif	0	148	8	141	141	1	1	2	0	0	1	148
HCC.Petitprez19.chiang.unannot	0	30	4	30	30	1	4	5	0	0	1	30
HCC.Petitprez19.coulouarn.temporal.tgfb1.signature.dn	0	138	12	144	138	7	18	6	6	6	2	138
HCC.Petitprez19.coulouarn.temporal.tgfb1.signature.up	0	109	4	109	109	3	4	3	0	0	1	109
HCC.Petitprez19.hao.survival	0	316	26	320	314	11	30	7	6	6	2	316
HCC.Petitprez19.hoshida.liver.cancer.late.recurrence.dn	0	69	4	65	65	0	0	1	0	0	1	69
HCC.Petitprez19.hoshida.liver.cancer.late.recurrence.up	0	62	6	58	58	2	2	2	0	0	1	62
HCC.Petitprez19.hoshida.liver.cancer.subclass.s1	0	237	8	243	243	9	14	4	0	0	1	237
HCC.Petitprez19.hoshida.liver.cancer.subclass.s2	0	115	4	113	113	2	2	2	0	0	1	115
HCC.Petitprez19.hoshida.liver.cancer.subclass.s3	0	266	14	315	315	22	63	10	0	0	1	266
HCC.Petitprez19.hoshida.liver.cancer.survival.dn	0	113	9	117	117	6	13	5	0	0	1	113
HCC.Petitprez19.hoshida.liver.cancer.survival.up	0	73	2	76	76	2	5	5	0	0	1	73
HCC.Petitprez19.iizuka.liver.cancer.early.recurrence	0	11	1	10	10	0	0	1	0	0	1	11
HCC.Petitprez19.kaposi.liver.cancer.met.dn	0	6	0	7	7	1	1	2	0	0	1	6
HCC.Petitprez19.kaposi.liver.cancer.met.up	0	18	1	18	18	1	1	2	0	0	1	18
HCC.Petitprez19.kim.poor.survival.dn	0	43	2	56	56	3	15	8	0	0	1	43
HCC.Petitprez19.kim.poor.survival.up	0	22	2	20	20	0	0	1	0	0	1	22
HCC.Petitprez19.kurokawa.liver.cancer.early.recurrence.dn	0	7	0	33	23	3	26	15	10	10	2	7
HCC.Petitprez19.kurokawa.liver.cancer.early.recurrence.up	0	12	0	12	12	0	0	1	0	0	1	12
HCC.Petitprez19.lee.liver.cancer.survival.dn	0	175	19	171	171	9	15	4	0	0	1	175
HCC.Petitprez19.lee.liver.cancer.survival.up	0	185	22	221	215	18	58	8	6	6	2	185
HCC.Petitprez19.lee.up.in.a	0	145	16	143	143	8	14	4	0	0	1	145
HCC.Petitprez19.lee.up.in.b	0	154	14	194	188	15	54	8	6	6	2	154
HCC.Petitprez19.marquardt.cancer.stem.cell.118	0	118	21	117	117	6	20	9	0	0	1	118
HCC.Petitprez19.marquardt.cancer.stem.cell.618	0	615	137	558	548	21	80	15	10	10	2	615
HCC.Petitprez19.minguez.vascular.invasion.dn	0	21	2	25	25	2	6	6	0	0	1	21
HCC.Petitprez19.minguez.vascular.invasion.up	0	14	0	14	14	0	0	1	0	0	1	14
HCC.Petitprez19.oishi.cholangio.stem.cell.like.dn	0	279	21	283	281	11	25	8	2	2	2	279
HCC.Petitprez19.oishi.cholangio.stem.cell.like.up	0	344	56	295	295	6	7	3	0	0	1	344
HCC.Petitprez19.okamoto.liver.cancer.multicentric.occurrence.dn	0	6	0	8	8	2	2	2	0	0	1	6
HCC.Petitprez19.okamoto.liver.cancer.multicentric.occurrence.up	0	25	0	38	38	5	13	9	0	0	1	25
HCC.Petitprez19.roessler.liver.cancer.metastasis.dn	0	53	8	52	52	1	7	8	0	0	1	53
HCC.Petitprez19.roessler.liver.cancer.metastasis.up	0	107	5	131	131	7	29	9	0	0	1	107
HCC.Petitprez19.wang.recurrent.liver.cancer.dn	0	16	0	16	16	0	0	1	0	0	1	16
HCC.Petitprez19.wang.recurrent.liver.cancer.up	0	20	1	19	19	0	0	1	0	0	1	20
HCC.Petitprez19.woo.cholangio.like.dn	0	374	29	478	442	43	133	9	27	36	3	374
HCC.Petitprez19.woo.cholangio.like.up	0	251	34	220	220	3	3	2	0	0	1	251
HCC.Petitprez19.woo.liver.cancer.recurrence.dn	0	80	4	101	98	8	25	8	3	3	2	80
HCC.Petitprez19.woo.liver.cancer.recurrence.up	0	105	4	105	105	3	4	3	0	0	1	105
HCC.Petitprez19.yamashita.liver.cancer.stem.cell.dn	0	76	1	126	119	13	51	9	7	7	2	76
HCC.Petitprez19.yamashita.liver.cancer.stem.cell.up	0	47	0	49	49	2	2	2	0	0	1	47
HCC.Petitprez19.yamashita.liver.cancer.with.epcam.dn	0	16	0	42	31	6	26	8	11	11	2	16
HCC.Petitprez19.yamashita.liver.cancer.with.epcam.up	0	53	2	55	55	4	4	2	0	0	1	53
HCC.Petitprez19.ye.metastatic.liver.cancer	0	27	2	45	45	4	20	9	0	0	1	27
HCC.Petitprez19.yoshioka.liver.cancer.early.recurrence.dn	0	65	7	67	67	1	9	10	0	0	1	65
HCC.Petitprez19.yoshioka.liver.cancer.early.recurrence.up	0	40	5	35	35	0	0	1	0	0	1	40
IBD.Nie23.B.Plasma.Cycling.GC.B	0	1588	51	1600	1598	38	63	9	2	2	2	1588
IBD.Nie23.B.Plasma.Cycling.plasma	0	1375	42	1430	1406	39	97	17	24	24	2	1375
IBD.Nie23.B.Plasma.GC.B	0	1067	25	1099	1097	27	57	17	2	2	2	1067
IBD.Nie23.B.Plasma.IgA+IgG+.plasma	0	313	7	338	320	13	32	6	6	18	4	313
IBD.Nie23.B.Plasma.IgA-IgG-.plasma	0	287	6	290	290	6	9	3	0	0	1	287
IBD.Nie23.B.Plasma.IgA.plasma	0	283	5	283	282	4	5	3	1	1	2	283
IBD.Nie23.B.Plasma.IgG.plasma	0	385	4	426	408	13	45	15	6	18	4	385
IBD.Nie23.B.Plasma.Memory.B	0	367	12	417	379	17	62	15	18	38	4	367
IBD.Nie23.B.Plasma.Naive.B	0	454	12	496	473	19	54	15	13	23	3	454
IBD.Nie23.B.Plasma.Pro-B	0	562	14	569	569	14	21	6	0	0	1	562
IBD.Nie23.CD4T.CD4+.TNF.high.Trm	0	201	4	203	203	5	6	3	0	0	1	201
IBD.Nie23.CD4T.CD4+.TNF.low.Trm	0	130	1	142	141	8	13	5	1	1	2	130
IBD.Nie23.CD4T.CD4+.Tem	0	158	6	226	175	12	74	15	16	51	5	158
IBD.Nie23.CD4T.CD4+.Tfh	0	289	9	313	311	14	33	10	2	2	2	289
IBD.Nie23.CD4T.CD4+.Th17	0	339	7	385	360	13	53	15	15	25	3	339
IBD.Nie23.CD4T.CD4+.Tn	0	210	6	219	219	7	15	10	0	0	1	210
IBD.Nie23.CD4T.CD4+.Treg	0	128	4	140	140	6	16	10	0	0	1	128
IBD.Nie23.CD4T.CD4+.activated.T	0	242	5	250	250	8	13	6	0	0	1	242
IBD.Nie23.CD4T.CD4+.blood-Tcm	0	201	6	237	212	8	42	15	15	25	3	201
IBD.Nie23.CD4T.CD4+.tissue-Tcm	0	65	1	74	74	6	10	5	0	0	1	65
IBD.Nie23.CD8T.CD8+.IEL	0	195	4	215	214	10	24	7	1	1	2	195
IBD.Nie23.CD8T.CD8+.MAIT	0	123	2	155	140	5	34	15	15	15	2	123
IBD.Nie23.CD8T.CD8+.Tcm	0	234	5	257	247	7	28	15	10	10	2	234
IBD.Nie23.CD8T.CD8+.Teff	0	215	9	289	233	14	83	15	21	56	5	215
IBD.Nie23.CD8T.CD8+.Tem	0	108	6	162	121	10	60	15	21	41	4	108
IBD.Nie23.CD8T.CD8+.Tn	0	207	2	210	209	5	5	2	1	1	2	207
IBD.Nie23.CD8T.CD8+.Trm	0	107	2	111	111	3	6	5	0	0	1	107
IBD.Nie23.CD8T.CD8+.activated.T	0	231	4	243	240	10	16	5	3	3	2	231
IBD.Nie23.Endothelial.Adult.arterial.EC	0	454	12	480	476	15	38	10	4	4	2	454
IBD.Nie23.Endothelial.Adult.arterial.capillary	0	277	12	333	288	17	68	15	20	45	4	277
IBD.Nie23.Endothelial.Adult.venous.EC	0	307	12	361	333	21	66	15	18	28	3	307
IBD.Nie23.Endothelial.Cycling.EC	0	940	33	949	948	23	42	9	1	1	2	940
IBD.Nie23.Endothelial.Fetal.arterial.EC	0	712	20	714	714	10	22	9	0	0	1	712
IBD.Nie23.Endothelial.Fetal.venous.capillary	0	677	18	672	672	12	13	3	0	0	1	677
IBD.Nie23.Endothelial.LEC	0	521	14	530	529	10	23	8	1	1	2	521
IBD.Nie23.Epithelial.Adult.colonocyte	0	555	23	652	597	30	120	15	18	55	5	555
IBD.Nie23.Epithelial.BEST4+.epithelial	0	334	15	397	353	18	78	15	18	44	6	334
IBD.Nie23.Epithelial.Cycling.TA	0	1129	28	1175	1171	34	74	15	4	4	2	1129
IBD.Nie23.Epithelial.DUOX2+.epithelial	0	627	27	749	684	40	149	15	25	65	5	627
IBD.Nie23.Epithelial.Enterocyte	0	507	20	633	576	43	146	15	29	57	5	507
IBD.Nie23.Epithelial.Enteroendocrine	0	585	24	573	571	11	12	3	2	2	2	585
IBD.Nie23.Epithelial.Fetal.colonocyte	0	711	30	727	714	25	46	9	10	13	5	711
IBD.Nie23.Epithelial.Fetal.cycling.TA	0	1602	68	1616	1601	39	82	17	12	15	5	1602
IBD.Nie23.Epithelial.Fetal.enterocyte	0	989	27	1029	1023	28	67	8	6	6	2	989
IBD.Nie23.Epithelial.Fetal.progenitor	0	1268	49	1307	1296	36	88	17	9	11	4	1268
IBD.Nie23.Epithelial.Goblet	0	242	8	330	277	18	96	15	18	53	5	242
IBD.Nie23.Epithelial.Paneth	0	67	3	119	115	8	55	27	4	4	2	67
IBD.Nie23.Epithelial.Pediatric.colonocyte	0	426	24	428	425	14	26	8	3	3	2	426
IBD.Nie23.Epithelial.TA	0	379	11	393	393	13	25	9	0	0	1	379
IBD.Nie23.Epithelial.Tuft	0	340	18	385	350	11	63	15	15	35	4	340
IBD.Nie23.ILC.CD16+.NK	0	281	10	354	298	16	83	15	21	56	5	281
IBD.Nie23.ILC.CD56+.SELL.high.NK	0	164	10	183	170	5	29	15	13	13	2	164
IBD.Nie23.ILC.CD56+.SELL.low.NK	0	202	6	212	208	8	16	5	4	4	2	202
IBD.Nie23.ILC.NCR+.ILC3	0	313	5	329	328	15	21	5	1	1	2	313
IBD.Nie23.ILC.NCR-.ILC3	0	428	16	436	434	16	24	5	2	2	2	428
IBD.Nie23.Mesenchymal.Cycling.SMC	0	979	35	996	993	24	52	17	3	3	2	979
IBD.Nie23.Mesenchymal.Cycling.stromal	0	848	31	849	848	19	32	9	1	1	2	848
IBD.Nie23.Mesenchymal.Fetal.stromal.1	0	276	9	279	277	7	12	5	2	2	2	276
IBD.Nie23.Mesenchymal.Fetal.stromal.2	0	435	14	451	450	12	30	10	1	1	2	435
IBD.Nie23.Mesenchymal.Immature.pericyte	0	356	10	363	363	8	17	10	0	0	1	356
IBD.Nie23.Mesenchymal.Mature.pericyte	0	517	10	554	525	10	47	15	17	29	4	517
IBD.Nie23.Mesenchymal.Mesoderm.1	0	805	28	810	807	26	33	3	3	3	2	805
IBD.Nie23.Mesenchymal.Mesoderm.2	0	349	10	352	352	8	13	4	0	0	1	349
IBD.Nie23.Mesenchymal.Mesothelium	0	839	35	826	822	19	22	3	4	4	2	839
IBD.Nie23.Mesenchymal.Myofibroblast.1	0	386	13	386	386	11	13	3	0	0	1	386
IBD.Nie23.Mesenchymal.Myofibroblast.2	0	379	8	439	409	22	68	15	20	30	3	379
IBD.Nie23.Mesenchymal.SMC.1	0	463	13	473	471	13	23	8	2	2	2	463
IBD.Nie23.Mesenchymal.SMC.2	0	427	8	446	446	13	27	11	0	0	1	427
IBD.Nie23.Mesenchymal.Stromal.1	0	340	9	405	363	21	74	15	21	42	4	340
IBD.Nie23.Mesenchymal.Stromal.2	0	363	8	431	377	18	76	15	19	54	5	363
IBD.Nie23.Mesenchymal.Stromal.3	0	351	8	351	351	4	8	4	0	0	1	351
IBD.Nie23.Mesenchymal.Stromal.4	0	500	14	576	515	24	90	15	23	61	5	500
IBD.Nie23.Mesenchymal.Transitional.stromal	0	581	5	625	621	19	49	10	2	4	4	581
IBD.Nie23.Myeloid.APOE+.macrophage	0	322	7	342	335	17	27	6	7	7	2	322
IBD.Nie23.Myeloid.AREG+.macrophage	0	265	11	273	270	11	19	5	3	3	2	265
IBD.Nie23.Myeloid.Classical.monocyte	0	301	8	330	330	18	37	11	0	0	1	301
IBD.Nie23.Myeloid.Cycling.macrophage	0	749	17	764	760	26	32	3	4	4	2	749
IBD.Nie23.Myeloid.Inflammatory.monocyte	0	184	6	216	210	14	38	8	6	6	2	184
IBD.Nie23.Myeloid.LAMP3+.DC	0	383	12	444	402	15	73	15	17	42	4	383
IBD.Nie23.Myeloid.LYVE1+.macrophage	0	564	12	596	592	19	44	10	4	4	2	564
IBD.Nie23.Myeloid.Mast	0	248	4	260	258	11	16	5	2	2	2	248
IBD.Nie23.Myeloid.Megakaryocyte	0	330	15	357	336	12	42	15	11	21	3	330
IBD.Nie23.Myeloid.Non-classical.monocyte	0	456	15	527	478	19	86	15	22	49	4	456
IBD.Nie23.Myeloid.cDC1	0	420	16	479	449	28	75	15	20	30	3	420
IBD.Nie23.Myeloid.cDC2	0	349	17	371	366	24	39	8	5	5	2	349
IBD.Nie23.Myeloid.pDC	0	780	14	814	812	24	48	15	2	2	2	780
IBD.Nie23.Neuronal.Adult.glia	0	404	7	483	438	30	86	15	24	45	4	404
IBD.Nie23.Neuronal.Cycling.ENCC/glia	0	793	31	780	779	14	18	3	1	1	2	793
IBD.Nie23.Neuronal.Differentiating.glia	0	714	14	733	733	16	33	10	0	0	1	714
IBD.Nie23.Neuronal.ENCC/glia.progenitor	0	614	25	610	608	16	21	3	2	2	2	614
IBD.Nie23.Neuronal.Fetal.glia.1	0	536	8	538	537	7	10	5	1	1	2	536
IBD.Nie23.Neuronal.Fetal.glia.2	0	391	7	409	407	10	25	9	2	2	2	391
IBD.Nie23.Neuronal.Fetal.glia.3	0	416	10	416	416	6	10	5	0	0	1	416
IBD.Nie23.Neuronal.Neuroblast	0	647	28	658	656	19	39	17	2	2	2	647
IBD.Nie23.Neuronal.Neuronal/Branch.A	0	843	28	841	839	16	26	9	2	2	2	843
IBD.Nie23.Neuronal.Neuronal/Branch.B	0	598	23	593	590	13	18	4	3	3	2	598
IMMUNE.Becht16.B.lineage	0	9	0	9	9	0	0	1	0	0	1	9
IMMUNE.Becht16.CD8Tcells	0	1	0	1	1	0	0	1	0	0	1	1
IMMUNE.Becht16.Cytotox.lymph	0	7	2	7	6	1	2	3	1	1	2	7
IMMUNE.Becht16.Endothelial	0	33	3	30	30	0	0	1	0	0	1	33
IMMUNE.Becht16.Fibroblasts	0	8	0	8	8	0	0	1	0	0	1	8
IMMUNE.Becht16.Mono.lineage	0	7	0	7	7	0	0	1	0	0	1	7
IMMUNE.Becht16.Myeloid.dendritic	0	6	4	3	3	1	1	2	0	0	1	6
IMMUNE.Becht16.NK	0	9	0	15	7	6	6	2	2	8	5	9
IMMUNE.Becht16.Neutrophils	0	15	1	16	16	1	2	3	0	0	1	15
