signature_id	same_species_rows	needs_translation_rows	unmapped_rows	translated_rows_pre_collapse	output_gene_rows	split_source_rows	split_added_rows	max_split_size	collapse_output_rows	collapse_removed_rows	max_collapse_size	source_gene_rows_in
IBD.Nie23.Mesenchymal.Fetal.stromal.1	276	0	0	0	276	0	0	1	0	0	1	276
IBD.Nie23.Mesenchymal.Fetal.stromal.2	435	0	0	0	435	0	0	1	0	0	1	435
IBD.Nie23.Mesenchymal.Immature.pericyte	356	0	0	0	356	0	0	1	0	0	1	356
IBD.Nie23.Mesenchymal.Mature.pericyte	517	0	0	0	517	0	0	1	0	0	1	517
IBD.Nie23.Mesenchymal.Mesoderm.1	805	0	0	0	805	0	0	1	0	0	1	805
IBD.Nie23.Mesenchymal.Mesoderm.2	349	0	0	0	349	0	0	1	0	0	1	349
IBD.Nie23.Mesenchymal.Mesothelium	839	0	0	0	839	0	0	1	0	0	1	839
IBD.Nie23.Mesenchymal.Myofibroblast.1	386	0	0	0	386	0	0	1	0	0	1	386
IBD.Nie23.Mesenchymal.Myofibroblast.2	379	0	0	0	379	0	0	1	0	0	1	379
IBD.Nie23.Mesenchymal.SMC.1	463	0	0	0	463	0	0	1	0	0	1	463
IBD.Nie23.Mesenchymal.SMC.2	427	0	0	0	427	0	0	1	0	0	1	427
IBD.Nie23.Mesenchymal.Stromal.1	340	0	0	0	340	0	0	1	0	0	1	340
IBD.Nie23.Mesenchymal.Stromal.2	363	0	0	0	363	0	0	1	0	0	1	363
IBD.Nie23.Mesenchymal.Stromal.3	351	0	0	0	351	0	0	1	0	0	1	351
IBD.Nie23.Mesenchymal.Stromal.4	500	0	0	0	500	0	0	1	0	0	1	500
IBD.Nie23.Mesenchymal.Transitional.stromal	581	0	0	0	581	0	0	1	0	0	1	581
IBD.Nie23.Myeloid.APOE+.macrophage	322	0	0	0	322	0	0	1	0	0	1	322
IBD.Nie23.Myeloid.AREG+.macrophage	265	0	0	0	265	0	0	1	0	0	1	265
IBD.Nie23.Myeloid.Classical.monocyte	301	0	0	0	301	0	0	1	0	0	1	301
IBD.Nie23.Myeloid.Cycling.macrophage	749	0	0	0	749	0	0	1	0	0	1	749
IBD.Nie23.Myeloid.Inflammatory.monocyte	184	0	0	0	184	0	0	1	0	0	1	184
IBD.Nie23.Myeloid.LAMP3+.DC	383	0	0	0	383	0	0	1	0	0	1	383
IBD.Nie23.Myeloid.LYVE1+.macrophage	564	0	0	0	564	0	0	1	0	0	1	564
IBD.Nie23.Myeloid.Mast	248	0	0	0	248	0	0	1	0	0	1	248
IBD.Nie23.Myeloid.Megakaryocyte	330	0	0	0	330	0	0	1	0	0	1	330
IBD.Nie23.Myeloid.Non-classical.monocyte	456	0	0	0	456	0	0	1	0	0	1	456
IBD.Nie23.Myeloid.cDC1	420	0	0	0	420	0	0	1	0	0	1	420
IBD.Nie23.Myeloid.cDC2	349	0	0	0	349	0	0	1	0	0	1	349
IBD.Nie23.Myeloid.pDC	780	0	0	0	780	0	0	1	0	0	1	780
IBD.Nie23.Neuronal.Adult.glia	404	0	0	0	404	0	0	1	0	0	1	404
IBD.Nie23.Neuronal.Cycling.ENCC/glia	793	0	0	0	793	0	0	1	0	0	1	793
IBD.Nie23.Neuronal.Differentiating.glia	714	0	0	0	714	0	0	1	0	0	1	714
IBD.Nie23.Neuronal.ENCC/glia.progenitor	614	0	0	0	614	0	0	1	0	0	1	614
IBD.Nie23.Neuronal.Fetal.glia.1	536	0	0	0	536	0	0	1	0	0	1	536
IBD.Nie23.Neuronal.Fetal.glia.2	391	0	0	0	391	0	0	1	0	0	1	391
IBD.Nie23.Neuronal.Fetal.glia.3	416	0	0	0	416	0	0	1	0	0	1	416
IBD.Nie23.Neuronal.Neuroblast	647	0	0	0	647	0	0	1	0	0	1	647
IBD.Nie23.Neuronal.Neuronal/Branch.A	843	0	0	0	843	0	0	1	0	0	1	843
IBD.Nie23.Neuronal.Neuronal/Branch.B	598	0	0	0	598	0	0	1	0	0	1	598
IMMUNE.Becht16.B.lineage	9	0	0	0	9	0	0	1	0	0	1	9
IMMUNE.Becht16.CD8Tcells	1	0	0	0	1	0	0	1	0	0	1	1
IMMUNE.Becht16.Cytotox.lymph	7	0	0	0	7	0	0	1	0	0	1	7
IMMUNE.Becht16.Endothelial	33	0	0	0	33	0	0	1	0	0	1	33
IMMUNE.Becht16.Fibroblasts	8	0	0	0	8	0	0	1	0	0	1	8
IMMUNE.Becht16.Mono.lineage	7	0	0	0	7	0	0	1	0	0	1	7
IMMUNE.Becht16.Myeloid.dendritic	6	0	0	0	6	0	0	1	0	0	1	6
IMMUNE.Becht16.NK	9	0	0	0	9	0	0	1	0	0	1	9
IMMUNE.Becht16.Neutrophils	15	0	0	0	15	0	0	1	0	0	1	15
IMMUNE.Becht16.Tcells	16	0	0	0	16	0	0	1	0	0	1	16
IMMUNE.Chu23.CD4.Tn	10	0	0	0	10	0	0	1	0	0	1	10
IMMUNE.Chu23.CD4.c0.Tcm	13	0	0	0	13	0	0	1	0	0	1	13
IMMUNE.Chu23.CD4.c1.Treg	23	0	0	0	23	0	0	1	0	0	1	23
IMMUNE.Chu23.CD4.c3.Tfh	21	0	0	0	21	0	0	1	0	0	1	21
IMMUNE.Chu23.CD4/CD8.c4.Tstr	22	0	0	0	22	0	0	1	0	0	1	22
IMMUNE.Chu23.CD8.Teff	24	0	0	0	24	0	0	1	0	0	1	24
IMMUNE.Chu23.CD8.Tn	10	0	0	0	10	0	0	1	0	0	1	10
IMMUNE.Chu23.CD8.c5.Tisg	24	0	0	0	24	0	0	1	0	0	1	24
IMMUNE.Mulder21.DC2.DC3.cluster14	117	0	0	0	117	0	0	1	0	0	1	117
IMMUNE.Mulder21.Macro.cluster11	23	0	0	0	23	0	0	1	0	0	1	23
IMMUNE.Mulder21.Macro.cluster13	96	0	0	0	96	0	0	1	0	0	1	96
IMMUNE.Mulder21.Macro.cluster16	52	0	0	0	52	0	0	1	0	0	1	52
IMMUNE.Mulder21.Macro.cluster17	110	0	0	0	110	0	0	1	0	0	1	110
IMMUNE.Mulder21.Macro.cluster2	168	0	0	0	168	0	0	1	0	0	1	168
IMMUNE.Mulder21.Macro.cluster3	65	0	0	0	65	0	0	1	0	0	1	65
IMMUNE.Mulder21.Macro.cluster6	90	0	0	0	90	0	0	1	0	0	1	90
IMMUNE.Mulder21.Macro.cluster7	38	0	0	0	38	0	0	1	0	0	1	38
IMMUNE.Mulder21.Mono.CD16neg.cluster12	58	0	0	0	58	0	0	1	0	0	1	58
IMMUNE.Mulder21.Mono.CD16neg.cluster15	111	0	0	0	111	0	0	1	0	0	1	111
IMMUNE.Mulder21.Mono.CD16neg.cluster4	97	0	0	0	97	0	0	1	0	0	1	97
IMMUNE.Mulder21.Mono.CD16neg.cluster8	236	0	0	0	236	0	0	1	0	0	1	236
IMMUNE.Mulder21.Mono.CD16pos.cluster1	447	0	0	0	447	0	0	1	0	0	1	447
IMMUNE.Mulder21.Mono.CD16pos.cluster5	33	0	0	0	33	0	0	1	0	0	1	33
IMMUNE.Mulder21.Prolif.cluster10	204	0	0	0	204	0	0	1	0	0	1	204
IMMUNE.Mulder21.T.cell.doublets.cluster9	115	0	0	0	115	0	0	1	0	0	1	115
IMMUNE.Rodrigues18.GeneralImmu	761	0	0	0	761	0	0	1	0	0	1	761
IMMUNE.Rodrigues18.ICKrelated	32	0	0	0	32	0	0	1	0	0	1	32
IMMUNE.Wu24.ARG1+	99	0	0	0	99	0	0	1	0	0	1	99
IMMUNE.Wu24.CXCL8+IL1B+	99	0	0	0	99	0	0	1	0	0	1	99
IMMUNE.Wu24.CXCR2+	99	0	0	0	99	0	0	1	0	0	1	99
IMMUNE.Wu24.HLA-DR+CD74+	99	0	0	0	99	0	0	1	0	0	1	99
IMMUNE.Wu24.IFIT1+ISG15+	99	0	0	0	99	0	0	1	0	0	1	99
IMMUNE.Wu24.MMP9+	99	0	0	0	99	0	0	1	0	0	1	99
IMMUNE.Wu24.NFKBIZ+HIF1A+	99	0	0	0	99	0	0	1	0	0	1	99
IMMUNE.Wu24.S100A12+	99	0	0	0	99	0	0	1	0	0	1	99
IMMUNE.Wu24.TXNIP+	99	0	0	0	99	0	0	1	0	0	1	99
IMMUNE.Wu24.VEGFA+SPP1+	99	0	0	0	99	0	0	1	0	0	1	99
ORGANOID.Xu25.atlas.organoidVec.BEST4+.epithelial	50	0	0	0	50	0	0	1	0	0	1	50
ORGANOID.Xu25.atlas.organoidVec.Interstitial.cells.of.Cajal.(ICC)	50	0	0	0	50	0	0	1	0	0	1	50
ORGANOID.Xu25.atlas.organoidVec.Microfold.cells	50	0	0	0	50	0	0	1	0	0	1	50
ORGANOID.Xu25.atlas.organoidVec.acinar.cells	50	0	0	0	50	0	0	1	0	0	1	50
ORGANOID.Xu25.atlas.organoidVec.airway.secretory.cells	50	0	0	0	50	0	0	1	0	0	1	50
ORGANOID.Xu25.atlas.organoidVec.alpha.cells	50	0	0	0	50	0	0	1	0	0	1	50
ORGANOID.Xu25.atlas.organoidVec.alveolar.type.1.(AT1).cells	50	0	0	0	50	0	0	1	0	0	1	50
ORGANOID.Xu25.atlas.organoidVec.alveolar.type.2.(AT2).cells	50	0	0	0	50	0	0	1	0	0	1	50
ORGANOID.Xu25.atlas.organoidVec.basal.cells	50	0	0	0	50	0	0	1	0	0	1	50
ORGANOID.Xu25.atlas.organoidVec.beta.cells	50	0	0	0	50	0	0	1	0	0	1	50
ORGANOID.Xu25.atlas.organoidVec.biliary.cells	50	0	0	0	50	0	0	1	0	0	1	50
ORGANOID.Xu25.atlas.organoidVec.cardiovascular.cells	50	0	0	0	50	0	0	1	0	0	1	50
ORGANOID.Xu25.atlas.organoidVec.chief.cells	50	0	0	0	50	0	0	1	0	0	1	50
ORGANOID.Xu25.atlas.organoidVec.ciliated.cells	50	0	0	0	50	0	0	1	0	0	1	50
ORGANOID.Xu25.atlas.organoidVec.club.cells	50	0	0	0	50	0	0	1	0	0	1	50
ORGANOID.Xu25.atlas.organoidVec.colonocytes	50	0	0	0	50	0	0	1	0	0	1	50
ORGANOID.Xu25.atlas.organoidVec.cycling.stromal.cells	50	0	0	0	50	0	0	1	0	0	1	50
ORGANOID.Xu25.atlas.organoidVec.delta.cells	50	0	0	0	50	0	0	1	0	0	1	50
ORGANOID.Xu25.atlas.organoidVec.ductal.cells	50	0	0	0	50	0	0	1	0	0	1	50
ORGANOID.Xu25.atlas.organoidVec.enterocytes	50	0	0	0	50	0	0	1	0	0	1	50
ORGANOID.Xu25.atlas.organoidVec.enteroendocrine.cells	50	0	0	0	50	0	0	1	0	0	1	50
ORGANOID.Xu25.atlas.organoidVec.epsilon.cells	50	0	0	0	50	0	0	1	0	0	1	50
ORGANOID.Xu25.atlas.organoidVec.goblet.cells	50	0	0	0	50	0	0	1	0	0	1	50
ORGANOID.Xu25.atlas.organoidVec.hepatocytes	50	0	0	0	50	0	0	1	0	0	1	50
ORGANOID.Xu25.atlas.organoidVec.immune	50	0	0	0	50	0	0	1	0	0	1	50
ORGANOID.Xu25.atlas.organoidVec.kupffer.cells	50	0	0	0	50	0	0	1	0	0	1	50
ORGANOID.Xu25.atlas.organoidVec.luminal.cells	50	0	0	0	50	0	0	1	0	0	1	50
ORGANOID.Xu25.atlas.organoidVec.lymphatic.endothelium	50	0	0	0	50	0	0	1	0	0	1	50
ORGANOID.Xu25.atlas.organoidVec.mesoderm.1.(HAND1)	50	0	0	0	50	0	0	1	0	0	1	50
ORGANOID.Xu25.atlas.organoidVec.mesoderm.2.(ZEB2)	50	0	0	0	50	0	0	1	0	0	1	50
ORGANOID.Xu25.atlas.organoidVec.mesothelial.cells	50	0	0	0	50	0	0	1	0	0	1	50
ORGANOID.Xu25.atlas.organoidVec.neck.cells	50	0	0	0	50	0	0	1	0	0	1	50
ORGANOID.Xu25.atlas.organoidVec.neuroendocrine.cells	50	0	0	0	50	0	0	1	0	0	1	50
ORGANOID.Xu25.atlas.organoidVec.neuron	50	0	0	0	50	0	0	1	0	0	1	50
ORGANOID.Xu25.atlas.organoidVec.pancreatic.cells	50	0	0	0	50	0	0	1	0	0	1	50
ORGANOID.Xu25.atlas.organoidVec.paneth.cells	50	0	0	0	50	0	0	1	0	0	1	50
ORGANOID.Xu25.atlas.organoidVec.pericytes	50	0	0	0	50	0	0	1	0	0	1	50
ORGANOID.Xu25.atlas.organoidVec.pit.cells	50	0	0	0	50	0	0	1	0	0	1	50
ORGANOID.Xu25.atlas.organoidVec.quiescent.cells	50	0	0	0	50	0	0	1	0	0	1	50
ORGANOID.Xu25.atlas.organoidVec.schwann.cell	50	0	0	0	50	0	0	1	0	0	1	50
ORGANOID.Xu25.atlas.organoidVec.smooth.muscle.cells.(SMC)	50	0	0	0	50	0	0	1	0	0	1	50
ORGANOID.Xu25.atlas.organoidVec.stellate.cells	50	0	0	0	50	0	0	1	0	0	1	50
ORGANOID.Xu25.atlas.organoidVec.stem.cells	50	0	0	0	50	0	0	1	0	0	1	50
ORGANOID.Xu25.atlas.organoidVec.stromal.1.(ADAMDEC1)	50	0	0	0	50	0	0	1	0	0	1	50
ORGANOID.Xu25.atlas.organoidVec.stromal.2.(NPY)	50	0	0	0	50	0	0	1	0	0	1	50
ORGANOID.Xu25.atlas.organoidVec.stromal.3.(C7)	50	0	0	0	50	0	0	1	0	0	1	50
ORGANOID.Xu25.atlas.organoidVec.thyrocytes	50	0	0	0	50	0	0	1	0	0	1	50
ORGANOID.Xu25.atlas.organoidVec.tuft.cells	50	0	0	0	50	0	0	1	0	0	1	50
PANCREAS.Fernandez24.Acinar.S	0	100	6	117	105	12	23	4	4	12	4	100
PANCREAS.Fernandez24.Acinar.i	0	100	8	128	102	16	36	5	9	26	5	100
PANCREAS.Fernandez24.Aft3.population	0	100	4	98	98	2	2	2	0	0	1	100
PANCREAS.Fernandez24.Apo.Tesc.population	0	100	6	95	95	1	1	2	0	0	1	100
PANCREAS.Fernandez24.ApoE.C.population	0	100	8	98	98	4	6	4	0	0	1	100
PANCREAS.Fernandez24.B.big	0	100	3	104	104	6	7	3	0	0	1	100
PANCREAS.Fernandez24.B.big.v2	0	100	7	95	95	2	2	2	0	0	1	100
PANCREAS.Fernandez24.Ciliated	0	100	25	75	75	0	0	1	0	0	1	100
PANCREAS.Fernandez24.Cxcl1.2.population	0	100	3	117	113	6	20	9	4	4	2	100
PANCREAS.Fernandez24.EMT.population	0	100	3	101	100	4	4	2	1	1	2	100
PANCREAS.Fernandez24.IFN.responsive	0	100	7	140	100	17	47	7	17	40	5	100
PANCREAS.Fernandez24.LCN2.population	0	100	2	110	109	4	12	9	1	1	2	100
PANCREAS.Fernandez24.M.medium	0	100	7	94	94	1	1	2	0	0	1	100
PANCREAS.Fernandez24.M.medium.v2	0	100	4	105	105	3	9	7	0	0	1	100
PANCREAS.Fernandez24.Obp2b.population	0	100	7	106	106	7	13	7	0	0	1	100
PANCREAS.Fernandez24.Prolif	0	100	2	100	100	2	2	2	0	0	1	100
PANCREAS.Fernandez24.S.small	0	100	5	114	106	11	19	4	4	8	3	100
PANCREAS.Fernandez24.S.small.v2	0	100	7	100	100	5	7	4	0	0	1	100
PANCREAS.Fernandez24.Tesc.population	0	100	7	96	96	3	3	2	0	0	1	100
PANCREAS.Fernandez24.Wfdc18.1.population	0	100	7	96	96	3	3	2	0	0	1	100
PANCREAS.Fernandez24.Wfdc18.2.population	0	100	9	97	97	4	6	4	0	0	1	100
PANCREAS.Fernandez24.Wnt.responsive	0	100	7	100	100	6	7	3	0	0	1	100
PANCREAS.Fernandez24.Yap.responsive	0	100	4	101	100	4	5	3	1	1	2	100
PANCREAS.Schlesinger20.Acinar.cells	0	170	18	223	170	31	71	9	19	53	6	170
PANCREAS.Schlesinger20.Adj.tumoral.cells.c17	0	700	40	701	696	26	41	7	5	5	2	700
PANCREAS.Schlesinger20.Chief.like.cells.c11	0	313	16	319	318	14	22	9	1	1	2	313
PANCREAS.Schlesinger20.Duct.cells	0	2069	155	2029	1992	66	115	9	16	37	5	2069
PANCREAS.Schlesinger20.Duct.like.tumoral.cells.c0	0	255	26	249	247	17	20	4	2	2	2	255
PANCREAS.Schlesinger20.Duct.like.tumoral.cells.c1	0	434	29	431	426	21	26	4	5	5	2	434
PANCREAS.Schlesinger20.Nine.month.c19	0	675	38	660	660	16	23	4	0	0	1	675
PANCREAS.Schlesinger20.Prolif.c14	0	623	56	615	615	34	48	7	0	0	1	623
PANCREAS.Schlesinger20.Senescent.tumor.cells.c18	0	726	39	722	717	30	35	3	5	5	2	726
PANCREAS.Schlesinger20.Stomac.chief.cells.c21	0	530	41	511	503	16	22	4	4	8	3	530
PANCREAS.Schlesinger20.Stomac.pit.cells.c22	0	593	52	584	568	28	43	4	6	16	4	593
PANCREAS.Schlesinger20.Stomach.cells.c23	0	454	23	455	451	14	24	7	4	4	2	454
PANCREAS.Schlesinger20.Tuft.cells.c25	0	433	34	412	412	12	13	3	0	0	1	433
PANCREAS.Schlesinger20.Tumoral.cells.c10	0	736	50	714	711	26	28	4	3	3	2	736
PAN_CANCER.Gavish23.MP1.Cell.Cycle.G2.M	50	0	0	0	50	0	0	1	0	0	1	50
PAN_CANCER.Gavish23.MP10.Protein.maturation	50	0	0	0	50	0	0	1	0	0	1	50
PAN_CANCER.Gavish23.MP11.Translation.initiation	50	0	0	0	50	0	0	1	0	0	1	50
PAN_CANCER.Gavish23.MP12.EMT.I	50	0	0	0	50	0	0	1	0	0	1	50
PAN_CANCER.Gavish23.MP13.EMT.II	50	0	0	0	50	0	0	1	0	0	1	50
PAN_CANCER.Gavish23.MP14.EMT.III	50	0	0	0	50	0	0	1	0	0	1	50
PAN_CANCER.Gavish23.MP15.EMT.IV	50	0	0	0	50	0	0	1	0	0	1	50
PAN_CANCER.Gavish23.MP16.MES.glioma.	50	0	0	0	50	0	0	1	0	0	1	50
PAN_CANCER.Gavish23.MP17.Interferon.MHC.II.I.	50	0	0	0	50	0	0	1	0	0	1	50
PAN_CANCER.Gavish23.MP18.Interferon.MHC.II.II.	50	0	0	0	50	0	0	1	0	0	1	50
PAN_CANCER.Gavish23.MP19.Epithelial.Senescence	50	0	0	0	50	0	0	1	0	0	1	50
PAN_CANCER.Gavish23.MP2.Cell.Cycle.G1.S	50	0	0	0	50	0	0	1	0	0	1	50
PAN_CANCER.Gavish23.MP20.MYC	50	0	0	0	50	0	0	1	0	0	1	50
PAN_CANCER.Gavish23.MP21.Respiration	50	0	0	0	50	0	0	1	0	0	1	50
PAN_CANCER.Gavish23.MP22.Secreted.I	50	0	0	0	50	0	0	1	0	0	1	50
PAN_CANCER.Gavish23.MP23.Secreted.II	50	0	0	0	50	0	0	1	0	0	1	50
PAN_CANCER.Gavish23.MP24.Cilia	50	0	0	0	50	0	0	1	0	0	1	50
PAN_CANCER.Gavish23.MP25.Astrocytes	50	0	0	0	50	0	0	1	0	0	1	50
PAN_CANCER.Gavish23.MP26.NPC.Glioma	50	0	0	0	50	0	0	1	0	0	1	50
PAN_CANCER.Gavish23.MP27.Oligo.Progenitor	50	0	0	0	50	0	0	1	0	0	1	50
PAN_CANCER.Gavish23.MP28.Oligo.normal	50	0	0	0	50	0	0	1	0	0	1	50
PAN_CANCER.Gavish23.MP29.NPC.OPC	50	0	0	0	50	0	0	1	0	0	1	50
PAN_CANCER.Gavish23.MP3.Cell.Cylce.HMG.rich	50	0	0	0	50	0	0	1	0	0	1	50
PAN_CANCER.Gavish23.MP30.PDAC.classical	50	0	0	0	50	0	0	1	0	0	1	50
PAN_CANCER.Gavish23.MP31.Alveolar	50	0	0	0	50	0	0	1	0	0	1	50
PAN_CANCER.Gavish23.MP32.Skin.pigmentation	50	0	0	0	50	0	0	1	0	0	1	50
PAN_CANCER.Gavish23.MP33.RBCs	50	0	0	0	50	0	0	1	0	0	1	50
PAN_CANCER.Gavish23.MP34.Platelet.activation	50	0	0	0	50	0	0	1	0	0	1	50
PAN_CANCER.Gavish23.MP35.Hemato.related.I	50	0	0	0	50	0	0	1	0	0	1	50
PAN_CANCER.Gavish23.MP36.IG	50	0	0	0	50	0	0	1	0	0	1	50
PAN_CANCER.Gavish23.MP37.Hemato.related.II	50	0	0	0	50	0	0	1	0	0	1	50
PAN_CANCER.Gavish23.MP38.Glutathione	50	0	0	0	50	0	0	1	0	0	1	50
PAN_CANCER.Gavish23.MP39.Metal.response	50	0	0	0	50	0	0	1	0	0	1	50
PAN_CANCER.Gavish23.MP4.Chromatin	50	0	0	0	50	0	0	1	0	0	1	50
PAN_CANCER.Gavish23.MP40.PDAC.related	50	0	0	0	50	0	0	1	0	0	1	50
PAN_CANCER.Gavish23.MP41.Unassigned	50	0	0	0	50	0	0	1	0	0	1	50
PAN_CANCER.Gavish23.MP5.Stress	50	0	0	0	50	0	0	1	0	0	1	50
PAN_CANCER.Gavish23.MP6.Hypoxia	50	0	0	0	50	0	0	1	0	0	1	50
PAN_CANCER.Gavish23.MP7.Stress.in.vitro.	50	0	0	0	50	0	0	1	0	0	1	50
PAN_CANCER.Gavish23.MP8.Proteasomal.degradation	50	0	0	0	50	0	0	1	0	0	1	50
PAN_CANCER.Gavish23.MP9.Unfolded.protein.response	50	0	0	0	50	0	0	1	0	0	1	50
PDAC.Bailey16.ADEX	151	0	0	0	151	0	0	1	0	0	1	151
PDAC.Bailey16.Immunogenic	218	0	0	0	218	0	0	1	0	0	1	218
PDAC.Bailey16.Progenitor	62	0	0	0	62	0	0	1	0	0	1	62
PDAC.Bailey16.Squamous	755	0	0	0	755	0	0	1	0	0	1	755
PDAC.ChanSengYue20.BasallikeA	452	0	0	0	452	0	0	1	0	0	1	452
PDAC.ChanSengYue20.BasallikeB	207	0	0	0	207	0	0	1	0	0	1	207
PDAC.ChanSengYue20.ClassicalA	338	0	0	0	338	0	0	1	0	0	1	338
PDAC.ChanSengYue20.ClassicalB	201	0	0	0	201	0	0	1	0	0	1	201
PDAC.ChanSengYue20.Fibroblast	671	0	0	0	671	0	0	1	0	0	1	671
PDAC.ChanSengYue20.Hepatocyte	335	0	0	0	335	0	0	1	0	0	1	335
PDAC.ChanSengYue20.Immune.cell	441	0	0	0	441	0	0	1	0	0	1	441
PDAC.ChanSengYue20.Normal.pancreas	841	0	0	0	841	0	0	1	0	0	1	841
PDAC.ChanSengYue20.Sig11.Unknown	392	0	0	0	392	0	0	1	0	0	1	392
PDAC.ChanSengYue20.Sig12.Unknown	231	0	0	0	231	0	0	1	0	0	1	231
PDAC.ChanSengYue20.Sig7.Unknown	484	0	0	0	484	0	0	1	0	0	1	484
PDAC.ChanSengYue20.Sig9.Unknown	87	0	0	0	87	0	0	1	0	0	1	87
PDAC.Collisson11.Classical	22	0	0	0	22	0	0	1	0	0	1	22
PDAC.Collisson11.Exocrine	20	0	0	0	20	0	0	1	0	0	1	20
PDAC.Collisson11.QM	20	0	0	0	20	0	0	1	0	0	1	20
PDAC.Grunwald21.DesertedStroma	468	0	0	0	468	0	0	1	0	0	1	468
PDAC.Grunwald21.ReactiveStroma	87	0	0	0	87	0	0	1	0	0	1	87
PDAC.Hwang22.Fibro.Adhesive	200	0	0	0	200	0	0	1	0	0	1	200
PDAC.Hwang22.Fibro.Immunomodulatory	200	0	0	0	200	0	0	1	0	0	1	200
PDAC.Hwang22.Fibro.Myofibroblastic	200	0	0	0	200	0	0	1	0	0	1	200
PDAC.Hwang22.Fibro.Neurotropic	200	0	0	0	200	0	0	1	0	0	1	200
PDAC.Hwang22.Malignlineage.Acinarlike	200	0	0	0	200	0	0	1	0	0	1	200
PDAC.Hwang22.Malignlineage.Basaloid	200	0	0	0	200	0	0	1	0	0	1	200
PDAC.Hwang22.Malignlineage.Classicallike	200	0	0	0	200	0	0	1	0	0	1	200
PDAC.Hwang22.Malignlineage.Mesenchymal	200	0	0	0	200	0	0	1	0	0	1	200
PDAC.Hwang22.Malignlineage.Neurallikeprogenitor	200	0	0	0	200	0	0	1	0	0	1	200
PDAC.Hwang22.Malignlineage.Neuroendocrinelike	200	0	0	0	200	0	0	1	0	0	1	200
PDAC.Hwang22.Malignlineage.Squamoid	200	0	0	0	200	0	0	1	0	0	1	200
PDAC.Hwang22.Malignstate.Adhesive	200	0	0	0	200	0	0	1	0	0	1	200
PDAC.Hwang22.Malignstate.CyclingG2M	200	0	0	0	200	0	0	1	0	0	1	200
PDAC.Hwang22.Malignstate.CyclingS	200	0	0	0	200	0	0	1	0	0	1	200
PDAC.Hwang22.Malignstate.Interferonsignaling	200	0	0	0	200	0	0	1	0	0	1	200
PDAC.Hwang22.Malignstate.MYCsignaling	200	0	0	0	200	0	0	1	0	0	1	200
PDAC.Hwang22.Malignstate.Ribosomal	200	0	0	0	200	0	0	1	0	0	1	200
PDAC.Hwang22.Malignstate.TNFNFkBsignaling	200	0	0	0	200	0	0	1	0	0	1	200
PDAC.Maurer18.StromaECM	222	0	0	0	222	0	0	1	0	0	1	222
PDAC.Maurer18.StromaImmune	251	0	0	0	251	0	0	1	0	0	1	251
PDAC.Moffitt15.ActivatedStroma	912	0	0	0	912	0	0	1	0	0	1	912
PDAC.Moffitt15.BasalLike	796	0	0	0	796	0	0	1	0	0	1	796
PDAC.Moffitt15.CellCycle	3330	0	0	0	3330	0	0	1	0	0	1	3330
PDAC.Moffitt15.Classical	1012	0	0	0	1012	0	0	1	0	0	1	1012
PDAC.Moffitt15.Endocrine	775	0	0	0	775	0	0	1	0	0	1	775
PDAC.Moffitt15.Exocrine	791	0	0	0	791	0	0	1	0	0	1	791
PDAC.Moffitt15.F10	2083	0	0	0	2083	0	0	1	0	0	1	2083
PDAC.Moffitt15.F14	3468	0	0	0	3468	0	0	1	0	0	1	3468
PDAC.Moffitt15.F2	1959	0	0	0	1959	0	0	1	0	0	1	1959
PDAC.Moffitt15.Immune	1101	0	0	0	1101	0	0	1	0	0	1	1101
PDAC.Moffitt15.Liver	814	0	0	0	814	0	0	1	0	0	1	814
PDAC.Moffitt15.Lung	598	0	0	0	598	0	0	1	0	0	1	598
PDAC.Moffitt15.Muscle	1043	0	0	0	1043	0	0	1	0	0	1	1043
PDAC.Moffitt15.NormalStroma	1067	0	0	0	1067	0	0	1	0	0	1	1067
PDAC.Nicolle17.basal	1002	0	0	0	1002	0	0	1	0	0	1	1002
PDAC.Nicolle17.classical	776	0	0	0	776	0	0	1	0	0	1	776
PDAC.Puleo18.Basal	834	0	0	0	834	0	0	1	0	0	1	834
PDAC.Puleo18.Classic	905	0	0	0	905	0	0	1	0	0	1	905
PDAC.Puleo18.Endocrine	775	0	0	0	775	0	0	1	0	0	1	775
PDAC.Puleo18.Exocrine	479	0	0	0	479	0	0	1	0	0	1	479
PDAC.Puleo18.ICA9	2306	0	0	0	2306	0	0	1	0	0	1	2306
PDAC.Puleo18.Immune	1130	0	0	0	1130	0	0	1	0	0	1	1130
PDAC.Puleo18.StromaActiv	883	0	0	0	883	0	0	1	0	0	1	883
PDAC.Puleo18.StromaActivInflam	1041	0	0	0	1041	0	0	1	0	0	1	1041
PDAC.Puleo18.StromaInactive	1174	0	0	0	1174	0	0	1	0	0	1	1174
PDAC.Puleo18.Tech	3243	0	0	0	3243	0	0	1	0	0	1	3243
SINET.Patte25.epithelial	431	0	0	0	431	0	0	1	0	0	1	431
SINET.Patte25.immune	124	0	0	0	124	0	0	1	0	0	1	124
SINET.Patte25.mesenchymal	515	0	0	0	515	0	0	1	0	0	1	515
SINET.Patte25.vesicular	913	0	0	0	913	0	0	1	0	0	1	913
